outer_fold,repeat_id,split_id,model,target,MAE,RMSE,R2,MedAE,Q90_AE,Q95_AE,Max_AE,n_samples,best_params_json,best_inner_score,energy_target_mode,weight_scheme
1,1,1,XGBoost,delta_homo,0.1540711314674046,0.2156380929455239,-0.5547879766363644,0.10120828486633249,0.33269923896789555,0.37162832305145277,0.6562910771331785,46,"{""n_estimators"": 1189, ""max_depth"": 7, ""learning_rate"": 0.020682308516636938, ""subsample"": 0.9242433614245413, ""colsample_bytree"": 0.7957591171787266, ""min_child_weight"": 3, ""reg_alpha"": 2.7993442222825185e-08, ""reg_lambda"": 8.223547363739196e-05, ""gamma"": 0.09662317820103818}",0.10579523583923744,,
1,1,1,LinearRegression,LUMO,0.17610684642323376,0.23561883236159198,0.8269724415162338,0.1355242290183773,0.32983796844356456,0.43817163882790167,0.8066278946513932,46,{},0.25509817421111286,,
1,1,1,LinearRegression,delta_lumo,0.1761068464232337,0.23561883236159195,-0.1892888944849036,0.13552422901837735,0.32983796844356483,0.4381716388279018,0.8066278946513927,46,{},0.25509817421111286,,
1,1,1,Ridge,LUMO,0.13733133712070678,0.18614458406201295,0.8920068795218922,0.08673304028067108,0.34215104930288354,0.36800231688268853,0.4815364899181023,46,"{""alpha"": 974.0873948605202}",0.1718836903499762,,
1,1,1,Ridge,delta_lumo,0.1373313371207068,0.186144584062013,0.2577192905520076,0.08673304028067097,0.3421510493028834,0.3680023168826887,0.4815364899181027,46,"{""alpha"": 974.0873948605202}",0.1718836903499762,,
1,1,1,ElasticNet,LUMO,0.15285837539993508,0.2118411195170496,0.860132823928602,0.09910835959756287,0.3794194659275566,0.41775754119154795,0.5416911684998165,46,"{""alpha"": 0.23737012346773406, ""l1_ratio"": 0.8924104617712791}",0.1781725695069132,,
1,1,1,ElasticNet,delta_lumo,0.15285837539993513,0.21184111951704965,0.03863592214829181,0.09910835959756259,0.3794194659275565,0.4177575411915482,0.5416911684998169,46,"{""alpha"": 0.23737012346773406, ""l1_ratio"": 0.8924104617712791}",0.1781725695069132,,
1,1,1,KernelRidge,LUMO,0.13165730050662286,0.17496317072955433,0.9045911718344515,0.0835794526875987,0.31878653604353185,0.34688884594413283,0.4280193688296925,46,"{""alpha"": 1.7007445466409277, ""gamma"": 0.002233791043575947}",0.17083156695157944,,
1,1,1,KernelRidge,delta_lumo,0.1316573005066229,0.17496317072955436,0.34421625799134603,0.08357945268759837,0.318786536043532,0.34688884594413305,0.42801936882969294,46,"{""alpha"": 1.7007445466409277, ""gamma"": 0.002233791043575947}",0.17083156695157944,,
1,1,1,RandomForest,LUMO,0.15515303262978322,0.19647874906920362,0.8796831509888074,0.14350108187249674,0.32763279982572124,0.34321311235736546,0.41593680533081434,46,"{""n_estimators"": 318, ""max_depth"": 3, ""min_samples_split"": 7, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",0.16787639292871137,,
1,1,1,RandomForest,delta_lumo,0.15515303262978322,0.19647874906920368,0.17301328411304173,0.14350108187249688,0.3276327998257216,0.3432131123573656,0.4159368053308148,46,"{""n_estimators"": 318, ""max_depth"": 3, ""min_samples_split"": 7, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",0.16787639292871137,,
1,1,1,XGBoost,LUMO,0.14791852279397716,0.20065456356876799,0.8745145524898372,0.12181194108581539,0.3065854793853756,0.43313215468597477,0.6028541797790523,46,"{""n_estimators"": 397, ""max_depth"": 4, ""learning_rate"": 0.001462933125902192, ""subsample"": 0.9267010706137636, ""colsample_bytree"": 0.7882860670535455, ""min_child_weight"": 2, ""reg_alpha"": 8.365775298819523e-07, ""reg_lambda"": 0.04777386223176724, ""gamma"": 1.7685270373255002e-07}",0.17501903063239568,,
1,1,1,XGBoost,delta_lumo,0.1479185227939772,0.20065456356876804,0.13748740113380864,0.12181194108581517,0.30658547938537595,0.433132154685975,0.6028541797790528,46,"{""n_estimators"": 397, ""max_depth"": 4, ""learning_rate"": 0.001462933125902192, ""subsample"": 0.9267010706137636, ""colsample_bytree"": 0.7882860670535455, ""min_child_weight"": 2, ""reg_alpha"": 8.365775298819523e-07, ""reg_lambda"": 0.04777386223176724, ""gamma"": 1.7685270373255002e-07}",0.17501903063239568,,
1,1,1,LinearRegression,Final Energy,1994.664591348896,3084.2961506790857,-0.1485468149410727,1191.2765244486443,3533.9876761610067,8267.00198200533,10222.660777242612,46,{},2834.3908386544495,delta_energy_per_atom,none
1,1,1,LinearRegression,delta_energy_per_atom,18.55030870873179,36.64097306407651,0.1472257820108328,10.231362106873545,20.898673635075216,92.39265862905575,150.33324672415606,46,{},2834.3908386544495,delta_energy_per_atom,none
1,1,1,Ridge,Final Energy,1956.478287987588,3074.637428937211,-0.14136454484317995,1162.2741329091532,3381.6608731957676,8270.201099997837,10254.83169928191,46,"{""alpha"": 0.02603430213279012}",3104.9609955371047,delta_energy_per_atom,none
1,1,1,Ridge,delta_energy_per_atom,18.346525024696977,36.77087014077543,0.14116867047998094,10.284030096835977,19.802136454693592,93.83039133379961,150.21965870735065,46,"{""alpha"": 0.02603430213279012}",3104.9609955371047,delta_energy_per_atom,none
1,1,1,ElasticNet,Final Energy,1828.1889244856786,3148.026048458403,-0.19650134919991902,937.3185533991231,2732.144993519528,8855.407639431005,11035.679150805727,46,"{""alpha"": 5.332778498359962, ""l1_ratio"": 0.8523750867283635}",1853.5675996810764,delta_energy_per_atom,none
1,1,1,ElasticNet,delta_energy_per_atom,18.405991280484546,39.865774978399095,-0.009486433346105771,7.864939789192693,17.994439196631973,99.98637192792567,162.2893992765548,46,"{""alpha"": 5.332778498359962, ""l1_ratio"": 0.8523750867283635}",1853.5675996810764,delta_energy_per_atom,none
1,1,1,KernelRidge,Final Energy,1503.7852975289454,3021.95079610578,-0.1025831107256685,716.8155142436125,2416.9778543767243,8981.316916104814,11039.82017147274,46,"{""alpha"": 1.2939044122276602, ""gamma"": 0.09359454582933391}",1721.9672086946389,delta_energy_per_atom,none
1,1,1,KernelRidge,delta_energy_per_atom,16.595151769568844,39.61141405788967,0.0033543923592970204,5.954068195648981,18.830686953323088,100.93021048968095,162.350296639305,46,"{""alpha"": 1.2939044122276602, ""gamma"": 0.09359454582933391}",1721.9672086946389,delta_energy_per_atom,none
